ts,key,raw
18:48:58,D403,00 00
18:48:58,D406,00
18:48:58,D40C,00
18:48:58,D464,01
18:48:58,D479,A8
18:48:58,D46D,01
18:48:59,speed,00
18:48:59,rpm,0C E8
18:48:59,volt,32 0A
18:48:59,D400,00 00
18:49:00,D401,00 00
18:49:00,D402,00 00
18:49:00,D403,00 00
18:49:00,D406,00
18:49:00,D40C,00
18:49:00,D464,01
18:49:00,D479,A9
18:49:00,D46D,01
18:49:01,speed,00
18:49:01,rpm,0E 28
18:49:01,volt,33 C2
18:49:01,D400,00 00
18:49:02,D401,00 00
18:49:02,D402,00 00
18:49:02,D403,00 00
18:49:02,D406,00
18:49:02,D40C,00
18:49:02,D464,01
18:49:02,D479,AB
18:49:02,D46D,01
18:49:03,speed,00
18:49:03,rpm,0E 38
18:49:03,volt,36 10
18:49:03,D400,00 00
18:49:03,D401,00 00
18:49:03,D402,00 00
18:49:04,D403,00 00
18:49:04,D406,00
18:49:04,D40C,00
18:49:04,D464,01
18:49:04,D479,AC
18:49:04,D46D,01
18:49:04,speed,00
18:49:04,rpm,0E 1C
18:49:04,volt,36 74
